ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore
298,female,group d,master's degree,standard,completed,widowed,never,yes,3.0,private,5 - 10,74,80,88
299,male,group c,associate's degree,standard,none,single,sometimes,no,1.0,school_bus,5 - 10,83,72,78
300,male,group b,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,< 5,61,69,67
301,female,group d,associate's degree,free/reduced,none,single,regularly,no,1.0,school_bus,< 5,55,64,63
302,female,group c,high school,free/reduced,unknown,divorced,sometimes,yes,2.0,unknown,< 5,64,77,82
303,female,group e,high school,standard,none,married,never,no,3.0,private,> 10,74,85,78
304,female,group c,some college,standard,none,married,regularly,yes,2.0,private,< 5,70,80,80
305,female,group c,some high school,free/reduced,none,married,sometimes,yes,5.0,private,5 - 10,40,52,51
306,female,group c,high school,free/reduced,none,divorced,sometimes,no,1.0,unknown,< 5,39,45,42
307,female,group c,some college,standard,none,single,sometimes,yes,3.0,school_bus,5 - 10,82,90,94
308,male,group c,some college,standard,none,married,sometimes,yes,1.0,school_bus,5 - 10,61,61,62
309,male,group a,some college,free/reduced,none,married,regularly,yes,2.0,school_bus,> 10,29,23,19
310,male,group c,associate's degree,standard,completed,married,sometimes,yes,5.0,school_bus,5 - 10,82,75,77
311,female,group b,some high school,standard,none,married,sometimes,yes,2.0,school_bus,< 5,39,54,49
312,male,group c,high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,70,59,61
313,male,group c,associate's degree,standard,none,unknown,sometimes,no,3.0,private,< 5,45,36,34
314,male,group e,associate's degree,standard,completed,married,never,no,3.0,school_bus,> 10,61,55,52
315,male,group b,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,90,78,81
316,female,group c,bachelor's degree,standard,none,unknown,sometimes,yes,1.0,unknown,unknown,83,93,95
317,female,group b,some college,free/reduced,none,married,regularly,yes,2.0,unknown,5 - 10,62,69,67
318,male,group d,some high school,standard,completed,married,regularly,no,0.0,private,5 - 10,78,71,70
319,male,group c,associate's degree,standard,none,single,regularly,yes,2.0,unknown,5 - 10,50,51,44
320,female,group b,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,23,37,26
321,female,group d,some high school,free/reduced,completed,married,sometimes,yes,3.0,school_bus,5 - 10,35,55,60
322,male,group c,high school,free/reduced,none,married,regularly,yes,1.0,school_bus,> 10,61,62,54
323,female,group c,unknown,standard,none,married,regularly,yes,0.0,unknown,5 - 10,62,74,64
324,female,group b,unknown,standard,completed,single,sometimes,yes,1.0,school_bus,< 5,66,74,72
325,male,group d,associate's degree,standard,completed,single,sometimes,yes,3.0,private,< 5,64,70,65
326,male,group d,some college,standard,none,unknown,regularly,yes,2.0,school_bus,< 5,78,72,67
327,female,group c,high school,standard,none,married,sometimes,yes,4.0,private,5 - 10,72,80,75
328,male,group b,unknown,standard,none,married,sometimes,no,2.0,school_bus,5 - 10,62,61,57
329,female,group c,bachelor's degree,standard,completed,married,regularly,yes,0.0,unknown,< 5,76,93,95
330,male,group e,associate's degree,standard,none,divorced,regularly,yes,2.0,private,> 10,92,76,79
331,female,group b,bachelor's degree,standard,none,married,sometimes,yes,0.0,private,5 - 10,52,65,69
332,male,group e,some college,standard,none,married,unknown,no,4.0,school_bus,> 10,67,57,53
333,female,group c,some college,standard,completed,married,sometimes,no,1.0,school_bus,< 5,61,76,78
334,female,group c,associate's degree,standard,none,married,regularly,no,1.0,private,< 5,45,57,57
335,female,group c,some college,standard,none,married,never,yes,2.0,unknown,< 5,55,68,66
336,female,group b,bachelor's degree,standard,none,single,regularly,no,3.0,school_bus,> 10,64,74,73
337,male,group a,unknown,standard,none,married,sometimes,no,2.0,private,5 - 10,63,61,61
338,female,group c,some college,free/reduced,completed,married,sometimes,yes,1.0,private,< 5,40,65,67
339,female,group d,some college,standard,none,divorced,sometimes,no,1.0,private,< 5,77,88,87
340,female,group b,high school,standard,none,married,never,yes,1.0,school_bus,5 - 10,56,61,57
341,male,group b,some high school,standard,completed,single,regularly,yes,3.0,private,5 - 10,87,85,79
342,female,group c,some college,standard,none,single,regularly,no,2.0,private,5 - 10,53,58,59
343,female,group d,some high school,free/reduced,none,single,sometimes,no,3.0,school_bus,< 5,26,33,31
344,male,group c,some college,standard,none,divorced,regularly,yes,1.0,school_bus,5 - 10,60,60,59
345,male,group a,bachelor's degree,free/reduced,completed,married,regularly,no,2.0,private,> 10,51,59,62
346,male,group c,high school,standard,completed,married,sometimes,yes,2.0,unknown,5 - 10,69,58,53
347,male,group c,bachelor's degree,free/reduced,none,married,regularly,unknown,3.0,private,> 10,64,67,63
348,female,group a,some high school,free/reduced,none,single,sometimes,yes,2.0,private,5 - 10,44,64,58
349,female,group d,some high school,standard,none,single,regularly,yes,5.0,school_bus,5 - 10,71,83,84
350,male,group e,some college,standard,none,married,regularly,yes,3.0,private,5 - 10,86,78,72
351,female,group c,some college,free/reduced,completed,single,sometimes,no,4.0,school_bus,5 - 10,45,73,70
352,male,group d,some high school,standard,none,single,sometimes,yes,0.0,private,> 10,76,75,73
353,female,group d,some college,standard,completed,married,sometimes,yes,1.0,private,> 10,84,98,97
354,female,group d,bachelor's degree,standard,none,married,sometimes,yes,0.0,unknown,> 10,60,71,74
355,female,group d,some high school,standard,none,single,sometimes,no,2.0,school_bus,> 10,82,91,83
356,female,group d,master's degree,free/reduced,completed,single,sometimes,yes,0.0,private,5 - 10,85,95,100
357,female,group a,some high school,standard,none,single,sometimes,no,1.0,private,> 10,73,84,78
358,male,group a,bachelor's degree,standard,none,married,regularly,yes,1.0,private,5 - 10,67,64,63
359,female,group b,associate's degree,standard,none,single,sometimes,yes,1.0,school_bus,5 - 10,80,86,83
360,male,group c,associate's degree,standard,completed,divorced,sometimes,yes,0.0,private,< 5,84,98,93
361,male,group c,master's degree,free/reduced,none,married,sometimes,no,2.0,unknown,5 - 10,79,82,73
362,female,group e,some high school,free/reduced,none,divorced,regularly,yes,3.0,private,> 10,40,50,47
363,female,group a,some high school,free/reduced,none,divorced,never,no,5.0,private,5 - 10,35,41,40
364,female,group e,some college,standard,none,divorced,regularly,yes,2.0,private,5 - 10,69,77,76
365,female,group e,bachelor's degree,standard,none,single,sometimes,yes,0.0,school_bus,< 5,62,71,68
366,female,group c,unknown,free/reduced,none,widowed,regularly,yes,4.0,school_bus,5 - 10,58,79,68
367,female,group d,high school,standard,none,single,sometimes,yes,3.0,private,5 - 10,62,64,64
368,male,group d,master's degree,standard,none,married,sometimes,no,1.0,school_bus,< 5,71,70,75
369,male,group e,some high school,free/reduced,completed,single,regularly,yes,0.0,private,5 - 10,75,68,60
370,female,group d,some college,standard,none,single,sometimes,no,3.0,private,< 5,74,66,75
371,male,group e,some college,standard,none,married,sometimes,yes,3.0,school_bus,> 10,78,68,68
372,male,group c,associate's degree,standard,completed,divorced,regularly,yes,4.0,private,> 10,60,55,58
373,female,group c,some high school,standard,completed,single,sometimes,no,0.0,school_bus,5 - 10,65,74,77
374,female,group b,high school,free/reduced,none,married,never,no,5.0,school_bus,5 - 10,48,65,61
375,male,group b,some high school,standard,none,single,regularly,yes,0.0,school_bus,< 5,73,62,57
376,male,group d,some high school,standard,none,single,never,no,4.0,private,< 5,56,57,51
377,female,group c,some high school,standard,completed,married,regularly,yes,3.0,private,5 - 10,60,54,68
378,male,group a,some college,standard,unknown,married,sometimes,no,1.0,school_bus,unknown,53,43,43
379,female,group a,some college,free/reduced,none,married,regularly,no,2.0,school_bus,> 10,51,66,57
380,female,group d,high school,standard,completed,single,sometimes,yes,4.0,private,5 - 10,88,99,100
381,female,group c,high school,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,55,59,63
382,female,group c,some high school,standard,none,married,regularly,yes,0.0,unknown,< 5,62,72,68
383,male,group b,associate's degree,standard,completed,married,regularly,no,3.0,school_bus,> 10,68,66,65
384,female,group b,associate's degree,standard,unknown,married,regularly,yes,3.0,school_bus,5 - 10,84,81,78
385,female,group d,high school,free/reduced,completed,divorced,sometimes,no,2.0,school_bus,5 - 10,52,57,56
386,male,group d,associate's degree,standard,completed,widowed,never,no,5.0,school_bus,> 10,86,83,84
387,female,group d,master's degree,standard,completed,unknown,regularly,yes,2.0,private,5 - 10,72,73,78
388,male,unknown,some college,standard,completed,widowed,regularly,yes,4.0,school_bus,5 - 10,86,84,79
389,male,group d,associate's degree,standard,none,married,sometimes,yes,3.0,private,unknown,71,66,60
390,female,group c,unknown,free/reduced,unknown,married,regularly,yes,3.0,school_bus,5 - 10,52,73,80
391,male,group e,high school,standard,none,single,regularly,no,3.0,private,5 - 10,86,74,70
392,male,group c,bachelor's degree,standard,completed,married,sometimes,yes,3.0,private,< 5,68,72,66
393,male,group c,associate's degree,standard,none,married,sometimes,yes,3.0,unknown,< 5,71,71,65
394,male,group d,some college,standard,none,married,regularly,no,4.0,private,5 - 10,70,59,63
395,male,group e,high school,free/reduced,completed,married,sometimes,no,3.0,private,5 - 10,57,56,54
396,female,group d,high school,standard,completed,married,regularly,no,2.0,unknown,< 5,56,57,64
397,female,group d,master's degree,free/reduced,completed,divorced,never,yes,0.0,private,> 10,47,59,68
398,female,group a,some high school,standard,completed,married,sometimes,yes,0.0,unknown,< 5,57,83,78
399,male,unknown,some college,free/reduced,none,married,unknown,no,2.0,private,5 - 10,41,39,34
400,female,unknown,some college,free/reduced,none,single,sometimes,yes,3.0,school_bus,< 5,60,65,60
401,male,group c,bachelor's degree,standard,none,married,regularly,yes,2.0,school_bus,5 - 10,88,84,88
402,male,group c,some high school,free/reduced,none,single,regularly,yes,0.0,private,5 - 10,71,72,66
403,male,group a,some high school,free/reduced,unknown,single,sometimes,yes,1.0,private,unknown,65,59,53
404,male,group c,some high school,free/reduced,none,married,sometimes,no,3.0,school_bus,> 10,70,63,55
405,male,unknown,associate's degree,free/reduced,none,married,sometimes,unknown,1.0,private,< 5,62,65,57
406,female,group c,high school,standard,none,single,sometimes,yes,3.0,school_bus,unknown,61,72,70
407,male,group c,high school,standard,none,single,never,yes,4.0,school_bus,< 5,57,54,52
408,female,group a,some high school,free/reduced,none,divorced,sometimes,no,0.0,school_bus,< 5,45,58,49
409,male,group c,unknown,standard,none,married,sometimes,no,1.0,unknown,> 10,75,66,67
410,male,unknown,some college,free/reduced,completed,married,sometimes,no,7.0,private,5 - 10,50,48,53
411,male,group d,associate's degree,standard,none,married,regularly,yes,3.0,school_bus,5 - 10,77,69,65
412,male,group d,unknown,free/reduced,none,divorced,sometimes,yes,1.0,private,5 - 10,75,66,73
413,male,group c,high school,standard,unknown,single,regularly,yes,0.0,school_bus,< 5,69,55,51
414,male,group d,some high school,standard,completed,married,sometimes,unknown,0.0,school_bus,5 - 10,89,88,82
415,female,group c,unknown,standard,completed,single,regularly,no,1.0,school_bus,5 - 10,69,82,80
416,female,group d,high school,standard,none,married,sometimes,yes,2.0,unknown,unknown,78,81,80
417,female,group a,some high school,free/reduced,none,married,sometimes,yes,2.0,school_bus,5 - 10,59,73,69
418,female,unknown,associate's degree,standard,none,unknown,sometimes,no,1.0,school_bus,< 5,70,81,74
419,male,group a,some high school,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,79,82,73
420,female,group c,some high school,standard,completed,divorced,regularly,unknown,3.0,unknown,5 - 10,69,75,78
421,male,group d,some college,free/reduced,none,unknown,regularly,yes,1.0,school_bus,> 10,73,67,62
422,male,group c,high school,standard,completed,single,regularly,yes,2.0,school_bus,> 10,91,83,83
423,male,group b,high school,standard,none,widowed,regularly,yes,4.0,school_bus,5 - 10,48,46,43
424,male,group b,associate's degree,standard,none,single,regularly,yes,0.0,school_bus,5 - 10,83,74,73
425,female,group c,some college,free/reduced,completed,divorced,sometimes,yes,3.0,private,5 - 10,64,85,85
426,female,group e,some college,standard,none,married,sometimes,unknown,5.0,school_bus,5 - 10,100,92,97
427,female,group c,associate's degree,free/reduced,none,married,regularly,no,1.0,school_bus,> 10,68,79,77
428,male,group c,some college,free/reduced,none,married,never,yes,3.0,private,> 10,64,57,48
429,female,group c,associate's degree,free/reduced,none,unknown,regularly,yes,3.0,private,5 - 10,54,61,63
430,male,group c,bachelor's degree,free/reduced,none,married,sometimes,yes,0.0,school_bus,5 - 10,37,56,47
431,female,group d,bachelor's degree,standard,none,divorced,sometimes,no,3.0,school_bus,5 - 10,79,89,89
432,male,group d,associate's degree,free/reduced,none,single,regularly,yes,1.0,unknown,5 - 10,54,54,49
433,female,group e,bachelor's degree,standard,none,married,regularly,unknown,2.0,school_bus,unknown,100,100,100
434,male,group b,high school,standard,unknown,married,sometimes,no,4.0,unknown,5 - 10,72,65,68
435,male,group c,bachelor's degree,free/reduced,none,married,regularly,no,1.0,private,< 5,52,57,55
436,male,group b,some college,free/reduced,none,married,sometimes,yes,1.0,school_bus,5 - 10,54,54,45
437,female,group e,some college,standard,none,divorced,never,no,1.0,private,5 - 10,68,68,74
438,female,group c,some college,free/reduced,none,widowed,sometimes,yes,4.0,school_bus,5 - 10,77,90,91
439,male,group a,bachelor's degree,standard,completed,divorced,sometimes,yes,0.0,private,5 - 10,75,58,62
440,female,group c,some college,standard,none,married,sometimes,no,4.0,unknown,5 - 10,84,87,91
441,female,group d,associate's degree,free/reduced,none,divorced,sometimes,no,1.0,school_bus,> 10,26,31,38
442,male,group a,high school,free/reduced,completed,married,regularly,no,7.0,school_bus,> 10,76,69,67
443,female,group a,high school,free/reduced,completed,single,regularly,yes,3.0,private,5 - 10,79,89,87
444,male,unknown,some college,standard,none,married,regularly,yes,2.0,private,5 - 10,93,75,77
445,female,group c,associate's degree,standard,completed,divorced,sometimes,no,1.0,private,5 - 10,83,85,90
446,female,group c,high school,standard,unknown,married,regularly,yes,0.0,private,< 5,62,68,74
447,female,group c,associate's degree,standard,completed,married,sometimes,yes,4.0,school_bus,5 - 10,68,86,84
448,female,group d,some high school,standard,none,married,sometimes,no,5.0,private,> 10,57,66,60
449,female,group b,associate's degree,standard,unknown,single,sometimes,yes,2.0,private,5 - 10,90,90,91
